sku;ad;dal;marka;aile_bugun;aile_yeni;slug_bugun;eski_ek_slug;slug_tr;slug_en;adres_tr;adres_en;uzunluk_tr;not
DAN-80121;FC102P1K5 1,5;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p1k5-1-5-80121;;danfoss-fc102p1k5-1-5-frekans-konvertoru-480v-3faz;danfoss-fc102p1k5-1-5-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p1k5-1-5-frekans-konvertoru-480v-3faz-p-dan-80121;/en/products/danfoss-fc102p1k5-1-5-frequency-converter-480v-3faz-p-dan-80121;50;kural2
DAN-80122;FC102P2K2 2,2;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p2k2-2-2-80122;;danfoss-fc102p2k2-2-2-frekans-konvertoru-480v-3faz;danfoss-fc102p2k2-2-2-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p2k2-2-2-frekans-konvertoru-480v-3faz-p-dan-80122;/en/products/danfoss-fc102p2k2-2-2-frequency-converter-480v-3faz-p-dan-80122;50;kural2
DAN-80123;FC102P3K0 3;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p3k0-3-80123;;danfoss-fc102p3k0-3-frekans-konvertoru-480v;danfoss-fc102p3k0-3-frequency-converter-480v;/tr/urun/danfoss-fc102p3k0-3-frekans-konvertoru-480v-p-dan-80123;/en/products/danfoss-fc102p3k0-3-frequency-converter-480v-p-dan-80123;43;kural2
DAN-80124;FC102P4K0 4;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p4k0-4-80124;;danfoss-fc102p4k0-4-frekans-konvertoru-480v-3faz;danfoss-fc102p4k0-4-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p4k0-4-frekans-konvertoru-480v-3faz-p-dan-80124;/en/products/danfoss-fc102p4k0-4-frequency-converter-480v-3faz-p-dan-80124;48;kural2
DAN-80125;FC102P5K5 5,5;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p5k5-5-5-80125;;danfoss-fc102p5k5-5-5-frekans-konvertoru-480v-3faz;danfoss-fc102p5k5-5-5-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p5k5-5-5-frekans-konvertoru-480v-3faz-p-dan-80125;/en/products/danfoss-fc102p5k5-5-5-frequency-converter-480v-3faz-p-dan-80125;50;kural2
DAN-80126;FC102P7K5 7,5;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p7k5-7-5-80126;;danfoss-fc102p7k5-7-5-frekans-konvertoru-480v-3faz;danfoss-fc102p7k5-7-5-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p7k5-7-5-frekans-konvertoru-480v-3faz-p-dan-80126;/en/products/danfoss-fc102p7k5-7-5-frequency-converter-480v-3faz-p-dan-80126;50;kural2
DAN-80127;FC102P11K 11;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p11k-11-80127;;danfoss-fc102p11k-11-frekans-konvertoru-480v-3faz;danfoss-fc102p11k-11-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p11k-11-frekans-konvertoru-480v-3faz-p-dan-80127;/en/products/danfoss-fc102p11k-11-frequency-converter-480v-3faz-p-dan-80127;49;kural2
DAN-80128;FC102P15K 15;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p15k-15-80128;;danfoss-fc102p15k-15-frekans-konvertoru-480v-3faz;danfoss-fc102p15k-15-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p15k-15-frekans-konvertoru-480v-3faz-p-dan-80128;/en/products/danfoss-fc102p15k-15-frequency-converter-480v-3faz-p-dan-80128;49;kural2
DAN-80129;FC102P18K 18,5;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p18k-18-5-80129;;danfoss-fc102p18k-18-5-frekans-konvertoru-480v-3faz;danfoss-fc102p18k-18-5-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p18k-18-5-frekans-konvertoru-480v-3faz-p-dan-80129;/en/products/danfoss-fc102p18k-18-5-frequency-converter-480v-3faz-p-dan-80129;51;kural2
DAN-80130;FC102P22K 22;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p22k-22-80130;;danfoss-fc102p22k-22-frekans-konvertoru-480v-3faz;danfoss-fc102p22k-22-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p22k-22-frekans-konvertoru-480v-3faz-p-dan-80130;/en/products/danfoss-fc102p22k-22-frequency-converter-480v-3faz-p-dan-80130;49;kural2
DAN-80131;FC102P30K 30;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p30k-30-80131;;danfoss-fc102p30k-30-frekans-konvertoru-480v-3faz;danfoss-fc102p30k-30-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p30k-30-frekans-konvertoru-480v-3faz-p-dan-80131;/en/products/danfoss-fc102p30k-30-frequency-converter-480v-3faz-p-dan-80131;49;kural2
DAN-80132;FC102P37K 37;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p37k-37-80132;;danfoss-fc102p37k-37-frekans-konvertoru-480v-3faz;danfoss-fc102p37k-37-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p37k-37-frekans-konvertoru-480v-3faz-p-dan-80132;/en/products/danfoss-fc102p37k-37-frequency-converter-480v-3faz-p-dan-80132;49;kural2
DAN-80133;FC102P45K 45;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p45k-45-80133;;danfoss-fc102p45k-45-frekans-konvertoru-480v-3faz;danfoss-fc102p45k-45-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p45k-45-frekans-konvertoru-480v-3faz-p-dan-80133;/en/products/danfoss-fc102p45k-45-frequency-converter-480v-3faz-p-dan-80133;49;kural2
DAN-80134;FC102P55K 55;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p55k-55-80134;;danfoss-fc102p55k-55-frekans-konvertoru-480v-3faz;danfoss-fc102p55k-55-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p55k-55-frekans-konvertoru-480v-3faz-p-dan-80134;/en/products/danfoss-fc102p55k-55-frequency-converter-480v-3faz-p-dan-80134;49;kural2
DAN-80135;FC102P75K 75;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p75k-75-80135;;danfoss-fc102p75k-75-frekans-konvertoru-480v-3faz;danfoss-fc102p75k-75-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p75k-75-frekans-konvertoru-480v-3faz-p-dan-80135;/en/products/danfoss-fc102p75k-75-frequency-converter-480v-3faz-p-dan-80135;49;kural2
DAN-80136;FC102P90K 90;frequency-converters;danfoss;danfoss-fc102;danfoss-vlt-hvac-drive-fc-102;fc102p90k-90-80136;;danfoss-fc102p90k-90-frekans-konvertoru-480v-3faz;danfoss-fc102p90k-90-frequency-converter-480v-3faz;/tr/urun/danfoss-fc102p90k-90-frekans-konvertoru-480v-3faz-p-dan-80136;/en/products/danfoss-fc102p90k-90-frequency-converter-480v-3faz-p-dan-80136;49;kural2
NIC-11901;DD 7/7 147W 1F 4P 3V - 6M0678;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-7-7-147w-1f-4p-3v-6m0678-11901;;nicotra-gebhardt-dd-7-7-147w-1f-4p-3v-6m0678-radyal-fan;nicotra-gebhardt-dd-7-7-147w-1f-4p-3v-6m0678-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-7-7-147w-1f-4p-3v-6m0678-radyal-fan-p-nic-11901;/en/products/nicotra-gebhardt-dd-7-7-147w-1f-4p-3v-6m0678-centrifugal-fan-p-nic-11901;55;KELIME>10 deger-dustu
NIC-11902;DD 9/7 420W 1F 4P 3V - 6M0695;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-9-7-420w-1f-4p-3v-6m0695-11902;;nicotra-gebhardt-dd-9-7-420w-1f-4p-3v-6m0695-radyal-fan;nicotra-gebhardt-dd-9-7-420w-1f-4p-3v-6m0695-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-9-7-420w-1f-4p-3v-6m0695-radyal-fan-p-nic-11902;/en/products/nicotra-gebhardt-dd-9-7-420w-1f-4p-3v-6m0695-centrifugal-fan-p-nic-11902;55;KELIME>10 deger-dustu
NIC-11905;DD 9/9 750W 1F 4P 3V - 6M06MH;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-9-9-750w-1f-4p-3v-6m06mh-11905;;nicotra-gebhardt-dd-9-9-750w-1f-4p-3v-6m06mh-radyal-fan;nicotra-gebhardt-dd-9-9-750w-1f-4p-3v-6m06mh-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-9-9-750w-1f-4p-3v-6m06mh-radyal-fan-p-nic-11905;/en/products/nicotra-gebhardt-dd-9-9-750w-1f-4p-3v-6m06mh-centrifugal-fan-p-nic-11905;55;KELIME>10 deger-dustu
NIC-11907;DD 10/10 550W 1F 4P 3V - 6M061U;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-10-10-550w-1f-4p-3v-6m061u-11907;;nicotra-gebhardt-dd-10-10-550w-1f-4p-3v-6m061u-radyal-fan;nicotra-gebhardt-dd-10-10-550w-1f-4p-3v-6m061u-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-10-10-550w-1f-4p-3v-6m061u-radyal-fan-p-nic-11907;/en/products/nicotra-gebhardt-dd-10-10-550w-1f-4p-3v-6m061u-centrifugal-fan-p-nic-11907;57;KELIME>10 deger-dustu
NIC-11908;DD 10/10 750W 1F 4P 3V - 6M06MF;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-10-10-750w-1f-4p-3v-6m06mf-11908;;nicotra-gebhardt-dd-10-10-750w-1f-4p-3v-6m06mf-radyal-fan;nicotra-gebhardt-dd-10-10-750w-1f-4p-3v-6m06mf-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-10-10-750w-1f-4p-3v-6m06mf-radyal-fan-p-nic-11908;/en/products/nicotra-gebhardt-dd-10-10-750w-1f-4p-3v-6m06mf-centrifugal-fan-p-nic-11908;57;KELIME>10 deger-dustu
NIC-11909;DD 12/12 735W 1F 6P 3V - 6N06HX;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-12-12-735w-1f-6p-3v-6n06hx-11909;;nicotra-gebhardt-dd-12-12-735w-1f-6p-3v-6n06hx-radyal-fan;nicotra-gebhardt-dd-12-12-735w-1f-6p-3v-6n06hx-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-12-12-735w-1f-6p-3v-6n06hx-radyal-fan-p-nic-11909;/en/products/nicotra-gebhardt-dd-12-12-735w-1f-6p-3v-6n06hx-centrifugal-fan-p-nic-11909;57;KELIME>10 deger-dustu
NIC-11910;DD 7/7 150W 1F 4P 1V - 610982;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-7-7-150w-1f-4p-1v-610982-11910;;nicotra-gebhardt-dd-7-7-150w-1f-4p-1v-610982-radyal-fan;nicotra-gebhardt-dd-7-7-150w-1f-4p-1v-610982-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-7-7-150w-1f-4p-1v-610982-radyal-fan-p-nic-11910;/en/products/nicotra-gebhardt-dd-7-7-150w-1f-4p-1v-610982-centrifugal-fan-p-nic-11910;55;KELIME>10 deger-dustu
NIC-11911;DD 9/7 300W 1F 4P 1V - 6M0671;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-9-7-300w-1f-4p-1v-6m0671-11911;;nicotra-gebhardt-dd-9-7-300w-1f-4p-1v-6m0671-radyal-fan;nicotra-gebhardt-dd-9-7-300w-1f-4p-1v-6m0671-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-9-7-300w-1f-4p-1v-6m0671-radyal-fan-p-nic-11911;/en/products/nicotra-gebhardt-dd-9-7-300w-1f-4p-1v-6m0671-centrifugal-fan-p-nic-11911;55;KELIME>10 deger-dustu
NIC-11912;DD 9/9 373W 1F 4P 1V - 6M0642;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-9-9-373w-1f-4p-1v-6m0642-11912;;nicotra-gebhardt-dd-9-9-373w-1f-4p-1v-6m0642-radyal-fan;nicotra-gebhardt-dd-9-9-373w-1f-4p-1v-6m0642-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-9-9-373w-1f-4p-1v-6m0642-radyal-fan-p-nic-11912;/en/products/nicotra-gebhardt-dd-9-9-373w-1f-4p-1v-6m0642-centrifugal-fan-p-nic-11912;55;KELIME>10 deger-dustu
NIC-11913;DD 9/9 300W 1F 4P 1V - 6M0661;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-9-9-300w-1f-4p-1v-6m0661-11913;;nicotra-gebhardt-dd-9-9-300w-1f-4p-1v-6m0661-radyal-fan;nicotra-gebhardt-dd-9-9-300w-1f-4p-1v-6m0661-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-9-9-300w-1f-4p-1v-6m0661-radyal-fan-p-nic-11913;/en/products/nicotra-gebhardt-dd-9-9-300w-1f-4p-1v-6m0661-centrifugal-fan-p-nic-11913;55;KELIME>10 deger-dustu
NIC-11916;DD 10/10 373W 1F 4P 1V - 6M0627;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-10-10-373w-1f-4p-1v-6m0627-11916;;nicotra-gebhardt-dd-10-10-373w-1f-4p-1v-6m0627-radyal-fan;nicotra-gebhardt-dd-10-10-373w-1f-4p-1v-6m0627-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-10-10-373w-1f-4p-1v-6m0627-radyal-fan-p-nic-11916;/en/products/nicotra-gebhardt-dd-10-10-373w-1f-4p-1v-6m0627-centrifugal-fan-p-nic-11916;57;KELIME>10 deger-dustu
NIC-11920;DD 12/12 1100W 1F 6P 1V - 61091A;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-12-12-1100w-1f-6p-1v-61091a-11920;;nicotra-gebhardt-dd-12-12-1100w-1f-6p-1v-61091a-radyal-fan;nicotra-gebhardt-dd-12-12-1100w-1f-6p-1v-61091a-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-12-12-1100w-1f-6p-1v-61091a-radyal-fan-p-nic-11920;/en/products/nicotra-gebhardt-dd-12-12-1100w-1f-6p-1v-61091a-centrifugal-fan-p-nic-11920;58;KELIME>10 deger-dustu
NIC-11921;DD 12/12 1500W 3F 4P 2V** - 61090P;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-dd;nicotra-gebhardt-dd-direkt-akuple-radyal-fanlar;dd-12-12-1500w-3f-4p-2v-61090p-11921;dd-12-12-1500w-3f-4p-2v-6n090p-11921;nicotra-gebhardt-dd-12-12-1500w-3f-4p-2v-61090p-radyal-fan;nicotra-gebhardt-dd-12-12-1500w-3f-4p-2v-61090p-centrifugal-fan;/tr/urun/nicotra-gebhardt-dd-12-12-1500w-3f-4p-2v-61090p-radyal-fan-p-nic-11921;/en/products/nicotra-gebhardt-dd-12-12-1500w-3f-4p-2v-61090p-centrifugal-fan-p-nic-11921;58;KELIME>10 deger-dustu
NIC-11930;AT 7/7;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-at;nicotra-gebhardt-at-cift-emisli-radyal-fanlar;at-7-7-11930;;nicotra-gebhardt-at-7-7-radyal-fan-2300m3h;nicotra-gebhardt-at-7-7-centrifugal-fan-2300m3h;/tr/urun/nicotra-gebhardt-at-7-7-radyal-fan-2300m3h-p-nic-11930;/en/products/nicotra-gebhardt-at-7-7-centrifugal-fan-2300m3h-p-nic-11930;42;
NIC-11931;AT 9/7;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-at;nicotra-gebhardt-at-cift-emisli-radyal-fanlar;at-9-7-11931;;nicotra-gebhardt-at-9-7-radyal-fan-5400m3h;nicotra-gebhardt-at-9-7-centrifugal-fan-5400m3h;/tr/urun/nicotra-gebhardt-at-9-7-radyal-fan-5400m3h-p-nic-11931;/en/products/nicotra-gebhardt-at-9-7-centrifugal-fan-5400m3h-p-nic-11931;42;
NIC-11932;AT 9/9;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-at;nicotra-gebhardt-at-cift-emisli-radyal-fanlar;at-9-9-11932;;nicotra-gebhardt-at-9-9-radyal-fan-6800m3h;nicotra-gebhardt-at-9-9-centrifugal-fan-6800m3h;/tr/urun/nicotra-gebhardt-at-9-9-radyal-fan-6800m3h-p-nic-11932;/en/products/nicotra-gebhardt-at-9-9-centrifugal-fan-6800m3h-p-nic-11932;42;
NIC-11933;AT 10/8;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-at;nicotra-gebhardt-at-cift-emisli-radyal-fanlar;at-10-8-11933;;nicotra-gebhardt-at-10-8-radyal-fan-6600m3h;nicotra-gebhardt-at-10-8-centrifugal-fan-6600m3h;/tr/urun/nicotra-gebhardt-at-10-8-radyal-fan-6600m3h-p-nic-11933;/en/products/nicotra-gebhardt-at-10-8-centrifugal-fan-6600m3h-p-nic-11933;43;
NIC-11934;AT 10/10;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-at;nicotra-gebhardt-at-cift-emisli-radyal-fanlar;at-10-10-11934;;nicotra-gebhardt-at-10-10-radyal-fan-8500m3h;nicotra-gebhardt-at-10-10-centrifugal-fan-8500m3h;/tr/urun/nicotra-gebhardt-at-10-10-radyal-fan-8500m3h-p-nic-11934;/en/products/nicotra-gebhardt-at-10-10-centrifugal-fan-8500m3h-p-nic-11934;44;
NIC-11935;AT 12/9;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-at;nicotra-gebhardt-at-cift-emisli-radyal-fanlar;at-12-9-11935;;nicotra-gebhardt-at-12-9-radyal-fan-10500m3h;nicotra-gebhardt-at-12-9-centrifugal-fan-10500m3h;/tr/urun/nicotra-gebhardt-at-12-9-radyal-fan-10500m3h-p-nic-11935;/en/products/nicotra-gebhardt-at-12-9-centrifugal-fan-10500m3h-p-nic-11935;44;
NIC-11938;AT 15/15;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-at;nicotra-gebhardt-at-cift-emisli-radyal-fanlar;at-15-15-11938;;nicotra-gebhardt-at-15-15-radyal-fan-14900m3h;nicotra-gebhardt-at-15-15-centrifugal-fan-14900m3h;/tr/urun/nicotra-gebhardt-at-15-15-radyal-fan-14900m3h-p-nic-11938;/en/products/nicotra-gebhardt-at-15-15-centrifugal-fan-14900m3h-p-nic-11938;45;
NIC-11939;AT 18/13;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-at;nicotra-gebhardt-at-cift-emisli-radyal-fanlar;at-18-13-11939;;nicotra-gebhardt-at-18-13-radyal-fan-18200m3h;nicotra-gebhardt-at-18-13-centrifugal-fan-18200m3h;/tr/urun/nicotra-gebhardt-at-18-13-radyal-fan-18200m3h-p-nic-11939;/en/products/nicotra-gebhardt-at-18-13-centrifugal-fan-18200m3h-p-nic-11939;45;
NIC-11942;ADH-200 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-adh;nicotra-gebhardt-adh-sik-kanatli-radyal-fanlar;adh-200-e2-11942;;nicotra-gebhardt-adh-200-e2-radyal-fan-9800m3h-2480pa;nicotra-gebhardt-adh-200-e2-centrifugal-fan-9800m3h-2480pa;/tr/urun/nicotra-gebhardt-adh-200-e2-radyal-fan-9800m3h-2480pa-p-nic-11942;/en/products/nicotra-gebhardt-adh-200-e2-centrifugal-fan-9800m3h-2480pa-p-nic-11942;53;kural2
NIC-11943;ADH-225 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-adh;nicotra-gebhardt-adh-sik-kanatli-radyal-fanlar;adh-225-e2-11943;;nicotra-gebhardt-adh-225-e2-radyal-fan-13900m3h-2630pa;nicotra-gebhardt-adh-225-e2-centrifugal-fan-13900m3h-2630pa;/tr/urun/nicotra-gebhardt-adh-225-e2-radyal-fan-13900m3h-2630pa-p-nic-11943;/en/products/nicotra-gebhardt-adh-225-e2-centrifugal-fan-13900m3h-2630pa-p-nic-11943;54;kural2
NIC-11947;ADH-355 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-adh;nicotra-gebhardt-adh-sik-kanatli-radyal-fanlar;adh-355-e2-11947;;nicotra-gebhardt-adh-355-e2-radyal-fan-29000m3h-1960pa;nicotra-gebhardt-adh-355-e2-centrifugal-fan-29000m3h-1960pa;/tr/urun/nicotra-gebhardt-adh-355-e2-radyal-fan-29000m3h-1960pa-p-nic-11947;/en/products/nicotra-gebhardt-adh-355-e2-centrifugal-fan-29000m3h-1960pa-p-nic-11947;54;kural2
NIC-11948;ADH-400 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-adh;nicotra-gebhardt-adh-sik-kanatli-radyal-fanlar;adh-400-e2-11948;;nicotra-gebhardt-adh-400-e2-radyal-fan-36900m3h-2010pa;nicotra-gebhardt-adh-400-e2-centrifugal-fan-36900m3h-2010pa;/tr/urun/nicotra-gebhardt-adh-400-e2-radyal-fan-36900m3h-2010pa-p-nic-11948;/en/products/nicotra-gebhardt-adh-400-e2-centrifugal-fan-36900m3h-2010pa-p-nic-11948;54;kural2
NIC-11949;ADH-450 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-adh;nicotra-gebhardt-adh-sik-kanatli-radyal-fanlar;adh-450-e2-11949;;nicotra-gebhardt-adh-450-e2-radyal-fan-43600m3h-1830pa;nicotra-gebhardt-adh-450-e2-centrifugal-fan-43600m3h-1830pa;/tr/urun/nicotra-gebhardt-adh-450-e2-radyal-fan-43600m3h-1830pa-p-nic-11949;/en/products/nicotra-gebhardt-adh-450-e2-centrifugal-fan-43600m3h-1830pa-p-nic-11949;54;kural2
NIC-11950;ADH-500 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-adh;nicotra-gebhardt-adh-sik-kanatli-radyal-fanlar;adh-500-e2-11950;;nicotra-gebhardt-adh-500-e2-radyal-fan-51300m3h-1550pa;nicotra-gebhardt-adh-500-e2-centrifugal-fan-51300m3h-1550pa;/tr/urun/nicotra-gebhardt-adh-500-e2-radyal-fan-51300m3h-1550pa-p-nic-11950;/en/products/nicotra-gebhardt-adh-500-e2-centrifugal-fan-51300m3h-1550pa-p-nic-11950;54;kural2
NIC-11951;ADH-560 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-adh;nicotra-gebhardt-adh-sik-kanatli-radyal-fanlar;adh-560-e2-11951;;nicotra-gebhardt-adh-560-e2-radyal-fan-66100m3h-1670pa;nicotra-gebhardt-adh-560-e2-centrifugal-fan-66100m3h-1670pa;/tr/urun/nicotra-gebhardt-adh-560-e2-radyal-fan-66100m3h-1670pa-p-nic-11951;/en/products/nicotra-gebhardt-adh-560-e2-centrifugal-fan-66100m3h-1670pa-p-nic-11951;54;kural2
NIC-11956;ADH-1000-K;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-adh;nicotra-gebhardt-adh-sik-kanatli-radyal-fanlar;adh-1000-k-11956;;nicotra-gebhardt-adh-1000-k-radyal-fan-216000m3h-1730pa-995mm;nicotra-gebhardt-adh-1000-k-centrifugal-fan-216000m3h-1730pa-995mm;/tr/urun/nicotra-gebhardt-adh-1000-k-radyal-fan-216000m3h-1730pa-995mm-p-nic-11956;/en/products/nicotra-gebhardt-adh-1000-k-centrifugal-fan-216000m3h-1730pa-995mm-p-nic-11956;61;
NIC-11960;RDH-180 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-rdh;nicotra-gebhardt-rdh-seyrek-kanatli-radyal-fanlar;rdh-180-e2-11960;;nicotra-gebhardt-rdh-180-e2-radyal-fan-2900m3h;nicotra-gebhardt-rdh-180-e2-centrifugal-fan-2900m3h;/tr/urun/nicotra-gebhardt-rdh-180-e2-radyal-fan-2900m3h-p-nic-11960;/en/products/nicotra-gebhardt-rdh-180-e2-centrifugal-fan-2900m3h-p-nic-11960;46;kural2
NIC-11961;RDH-200 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-rdh;nicotra-gebhardt-rdh-seyrek-kanatli-radyal-fanlar;rdh-200-e2-11961;;nicotra-gebhardt-rdh-200-e2-radyal-fan-3500m3h;nicotra-gebhardt-rdh-200-e2-centrifugal-fan-3500m3h;/tr/urun/nicotra-gebhardt-rdh-200-e2-radyal-fan-3500m3h-p-nic-11961;/en/products/nicotra-gebhardt-rdh-200-e2-centrifugal-fan-3500m3h-p-nic-11961;46;kural2
NIC-11962;RDH-225 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-rdh;nicotra-gebhardt-rdh-seyrek-kanatli-radyal-fanlar;rdh-225-e2-11962;;nicotra-gebhardt-rdh-225-e2-radyal-fan-5600m3h;nicotra-gebhardt-rdh-225-e2-centrifugal-fan-5600m3h;/tr/urun/nicotra-gebhardt-rdh-225-e2-radyal-fan-5600m3h-p-nic-11962;/en/products/nicotra-gebhardt-rdh-225-e2-centrifugal-fan-5600m3h-p-nic-11962;46;kural2
NIC-11963;RDH-250 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-rdh;nicotra-gebhardt-rdh-seyrek-kanatli-radyal-fanlar;rdh-250-e2-11963;;nicotra-gebhardt-rdh-250-e2-radyal-fan-6400m3h-252mm;nicotra-gebhardt-rdh-250-e2-centrifugal-fan-6400m3h-252mm;/tr/urun/nicotra-gebhardt-rdh-250-e2-radyal-fan-6400m3h-252mm-p-nic-11963;/en/products/nicotra-gebhardt-rdh-250-e2-centrifugal-fan-6400m3h-252mm-p-nic-11963;52;
NIC-11964;RDH-280 E2;centrifugal-fans;nicotra-gebhardt;nicotra-gebhardt-rdh;nicotra-gebhardt-rdh-seyrek-kanatli-radyal-fanlar;rdh-280-e2-11964;;nicotra-gebhardt-rdh-280-e2-radyal-fan-7900m3h-282mm;nicotra-gebhardt-rdh-280-e2-centrifugal-fan-7900m3h-282mm;/tr/urun/nicotra-gebhardt-rdh-280-e2-radyal-fan-7900m3h-282mm-p-nic-11964;/en/products/nicotra-gebhardt-rdh-280-e2-centrifugal-fan-7900m3h-282mm-p-nic-11964;52;
